location,sclaer,selection,reduction,classification,roc_auc,accuracy,best_roc_auc,best_accuracy,roc_auc std,accuracy std,
Queensland,minMax,f_classif,,lda,0.8594103324717499,0.8319863164733619,0.8916916766706683,0.8769363166953529,0.015554525893221849,0.022591275019307033,
Western Australia,minMax,f_classif,,lda,0.9086402118819212,0.8782260496457809,0.932566094960443,0.9034653465346535,0.02140667489625022,0.03073992855104012,
South Australia,minMax,f_classif,,lda,0.8985087430044653,0.8791410217287545,0.9140893470790377,0.947787610619469,0.010847612937876191,0.03924573774715868,
Tasmania,minMax,f_classif,,lda,0.8373340121319357,0.8160893102577769,0.8758868742609381,0.8506493506493507,0.027352315900890725,0.016819906057266718,
New South Wales,standard,,lda,lda,0.8473992567992497,0.8359178536708679,0.8830978375044897,0.8949518529325942,0.025223859676946226,0.031146132934916606,
Victoria,standard,,lda,lda,0.8697577067784742,0.8447657924773418,0.9123837355455001,0.918918918918919,0.02123800112477437,0.02937681677165818,
Queensland,standard,,lda,lda,0.8680001080915767,0.8434282517614988,0.8924519807923168,0.8864027538726333,0.012869926547964466,0.024436488875233354,kfold=10
Western Australia,standard,,lda,lda,0.9174529759823435,0.8837947825394783,0.941427345504132,0.905940594059406,0.02112917586508094,0.028284912855238948,
South Australia,standard,,lda,lda,0.901448334312286,0.8812642113252428,0.9148663168082972,0.9486725663716814,0.010886567501058273,0.038811168533520325,
Tasmania,standard,,lda,lda,0.844955778421182,0.8214912157676736,0.8863569176192353,0.8528138528138528,0.027847895948299277,0.015495921363935248,
New South Wales,standard,,lda,GaussianNB,0.8473992567992497,0.8352466786623378,0.8830978375044897,0.8946600525240735,0.025223859676946226,0.031247024135413397,
Victoria,standard,,lda,GaussianNB,0.8697562403799491,0.8443749766803702,0.912369071560248,0.918918918918919,0.021235058220720762,0.029838497905518777,
Queensland,standard,,lda,GaussianNB,0.867998899956253,0.8434289917315743,0.8924519807923168,0.8846815834767642,0.012870281333995882,0.025061882890260942,
Western Australia,standard,,lda,GaussianNB,0.9174329311938585,0.8844753608013862,0.941427345504132,0.9053217821782178,0.02112695730913549,0.028396389011169844,
South Australia,standard,,lda,GaussianNB,0.9014290799704104,0.8809988028450038,0.9148618769812729,0.9486725663716814,0.010913884335572532,0.038848209622260134,
Tasmania,standard,,lda,GaussianNB,0.844955778421182,0.8210587828298411,0.8863569176192353,0.8484848484848485,0.027847895948299277,0.014062415327733198,
